CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.7899599701057104,1.2293296375324367,-1.287909498957745,-0.27259856706992697,-0.14421743255530314,0.4136718893017581,-0.12001341619804987,0.14021360349292905,-0.9828428567665056,-0.6666082090210984,-1.4590003802772022,0.3110860688576768,-1.0755623045678657,0.1596856587150597
-0.769755199323713,-0.5890907329558646,-0.5933810131002402,-0.27259856706992697,-0.7402622069004932,0.19427445318162764,0.36716641853177445,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.3110860688576768,-0.492439365735295,-0.1015242873296184
-0.769774253962407,-0.5890907329558646,-0.5933810131002402,-0.27259856706992697,-0.7402622069004932,1.282713681725651,-0.2658117608982163,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.29697693010238113,-1.208727398772419,1.3242466681642504
-0.7649462561513228,-0.5890907329558646,-1.3068777139076349,-0.27259856706992697,-0.8352838375932041,1.0163025092940647,-0.8098885106329836,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.30323474191154115,-1.3615168226492227,1.1827579473900494
-0.7307751857064625,-0.5890907329558646,-1.3068777139076349,-0.27259856706992697,-0.8352838375932041,1.2285766520336716,-0.5111797068570327,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.3110860688576768,-1.0265014803872408,1.4875028844421743
-0.7673382704361291,-0.5890907329558646,-1.3068777139076349,-0.27259856706992697,-0.8352838375932041,0.20709638126656957,-0.3511571334056307,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.3014645905363648,-1.0433223343920266,0.6712218030525545
-0.7133171252628486,1.0182728346232095,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.3884109453452136,-0.07022861556872506,0.839243922020929,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.30659521203187,-0.03126761843742067,0.039964433444582
-0.6639847458983476,1.0182728346232095,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.16046555716845437,0.978808254834911,1.024637886132401,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.3110860688576768,0.910700205830578,0.4970818390227692
-0.6085555977309357,1.0182728346232095,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.9312059009411201,1.1174944851594597,1.0871964647915542,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.275201165144979,2.4217735905938262,-0.6565954226745598
-0.6424266039350295,1.0182728346232095,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.39980821475405154,0.6160904216783999,1.3296347255527103,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.2754843546599762,0.6233439499154895,-0.3953854766298817
